nrg_prc,nrg_cons,currency,geo\time	2018 	2017 	2016S2 	2015S2 	2014S2 	2013S2 	2012S2 	2011S2 	2010S2 	2009S2 	2008S2 	2007S2 
NRG_SUP,MWH20000-69999,PPS,BE	0.0392 	0.0383 	0.0414 	0.0426 	0.0475 	0.0504 	0.0545 	0.0555 	0.0551 	0.0651 	0.0556 	0.0503 
NRG_SUP,MWH20000-69999,PPS,BG	0.1230 	0.1050 	0.1167 	0.1249 	0.1100 	0.0964 	0.1066 	0.0890 	0.0975 	0.0961 	0.0921 	0.0863 
NRG_SUP,MWH20000-69999,PPS,CY	0.1145 	0.0983 d	0.0873 	0.0987 	0.1514 	0.1625 	0.2016 	0.1709 	0.1408 	: 	: 	: 
NRG_SUP,MWH20000-69999,PPS,CZ	0.0557 	0.0476 	0.0521 	0.0577 	0.0663 	0.0728 	0.0779 	0.0898 	0.1014 	0.0947 	0.0849 	0.0809 
NRG_SUP,MWH20000-69999,PPS,DE	0.0310 	0.0217 	0.0296 	0.0416 	0.0441 	0.0504 	0.0524 	0.0536 	0.0545 	0.0568 	0.0632 	0.0541 
NRG_SUP,MWH20000-69999,PPS,DK	0.0307 	0.0246 	0.0256 	0.0238 	0.0289 	0.0292 	0.0281 	0.0339 	0.0401 	0.0286 	0.0472 	0.0302 
NRG_SUP,MWH20000-69999,PPS,EE	0.0547 	0.0483 	0.0522 	0.0541 	0.0552 	0.0602 	0.0513 	0.0557 	0.0566 	0.0401 	0.0378 	0.0327 
NRG_SUP,MWH20000-69999,PPS,EL	0.0728 	0.0646 	0.0666 	0.0766 	0.0710 	0.0817 	0.0761 	0.0650 	0.0597 	0.0607 	: 	: 
NRG_SUP,MWH20000-69999,PPS,ES	0.0837 d	0.0755 d	0.0738 	0.0806 	0.0826 	0.0868 	0.0783 	0.0662 	0.0618 	0.0664 	0.0644 	: 
NRG_SUP,MWH20000-69999,PPS,FI	0.0327 	0.0305 	0.0335 	0.0321 	0.0347 	0.0387 	0.0390 	0.0398 	0.0431 	0.0401 	0.0415 	0.0313 
NRG_SUP,MWH20000-69999,PPS,FR	0.0374 	0.0350 	0.0381 	0.0414 	0.0389 	0.0379 	0.0382 	: 	: 	: 	: 	: 
NRG_SUP,MWH20000-69999,PPS,HR	0.0681 	0.0625 	0.0647 	0.0683 	0.0700 	0.0720 	0.0676 	0.0653 	0.0694 	0.0683 	0.0673 	0.0486 
NRG_SUP,MWH20000-69999,PPS,HU	0.0786 	0.0653 	0.0788 	0.0956 	0.1016 	0.1136 	0.1116 	: 	0.1170 	0.1401 	0.1221 	0.0840 
NRG_SUP,MWH20000-69999,PPS,IE	0.0683 	0.0558 	0.0554 	0.0673 	0.0706 	0.0760 	0.0846 	0.0665 	0.0627 	0.0691 	: 	: 
NRG_SUP,MWH20000-69999,PPS,IT	0.0701 d	0.0641 d	0.0664 d	0.0658 	0.0784 	0.0823 	0.0909 	0.0890 	0.0793 	0.0822 	0.0932 	: 
NRG_SUP,MWH20000-69999,PPS,LT	0.0654 	0.0603 	0.0650 	0.0840 	0.1025 	: 	0.0815 	: 	0.0780 	0.0607 	0.0586 	0.0540 
NRG_SUP,MWH20000-69999,PPS,LU	0.0295 	0.0286 	0.0309 	0.0335 	0.0424 	0.0431 	0.0472 	0.0450 	0.0447 	0.0491 	: 	: 
NRG_SUP,MWH20000-69999,PPS,LV	0.0582 	0.0540 	0.0614 	0.0650 	0.0703 	0.0693 	0.0748 	0.0989 	0.0918 	0.0804 	0.0754 	0.0485 
NRG_SUP,MWH20000-69999,PPS,ME	0.0632 	: 	0.0841 	0.0798 	0.0756 	0.0817 	0.0808 	: c	: 	: 	: 	: 
NRG_SUP,MWH20000-69999,PPS,MK	0.1285 	0.1048 	0.1127 	0.1362 	: 	: 	: 	: 	: 	: 	: 	: 
NRG_SUP,MWH20000-69999,PPS,MT	0.0777 	0.0902 	0.1140 	0.1124 	0.1522 	0.1475 	0.1513 	0.1508 	0.1588 	0.0880 	0.1538 	0.0516 
NRG_SUP,MWH20000-69999,PPS,NL	0.0373 	0.0344 	0.0391 	0.0436 	0.0453 	0.0502 	0.0525 	0.0521 	0.0534 	0.0634 	0.0636 	0.0601 
NRG_SUP,MWH20000-69999,PPS,NO	0.0324 	0.0225 	0.0233 	0.0169 	0.0217 	0.0254 	0.0223 	0.0266 	0.0334 	0.0267 	0.0341 	0.0248 
NRG_SUP,MWH20000-69999,PPS,PL	0.0652 	0.0618 	0.0808 	0.0808 	0.0758 	0.0854 	0.0999 	0.0969 	0.0965 	0.0986 	0.0732 	0.0491 
NRG_SUP,MWH20000-69999,PPS,PT	0.0617 	0.0627 	0.0641 	0.0744 	0.0710 	0.0760 	0.0750 	0.0633 	0.0645 	0.0671 	0.0581 	0.0644 
NRG_SUP,MWH20000-69999,PPS,RO	0.0889 	0.0686 	0.0699 	0.0621 	0.0630 	0.0844 	0.0915 	0.0953 	0.0850 	0.0897 	0.0796 	0.0891 
NRG_SUP,MWH20000-69999,PPS,RS	0.0885 	0.0867 	0.0655 	0.0980 	0.0919 	0.0710 	: 	: 	: 	: 	: 	: 
NRG_SUP,MWH20000-69999,PPS,SE	0.0328 	0.0242 	0.0305 	0.0262 	0.0329 	0.0355 	0.0331 	0.0393 	0.0464 	0.0413 	0.0467 	0.0368 
NRG_SUP,MWH20000-69999,PPS,SI	0.0537 	0.0494 	0.0548 	0.0591 	0.0623 	0.0682 	0.0737 	0.0706 	0.0670 	0.0734 	0.0653 	: 
NRG_SUP,MWH20000-69999,PPS,SK	0.0599 	0.0499 	0.0559 	0.0603 	0.0660 	0.0739 	0.0822 	0.0771 	0.0844 	0.1087 	0.0964 	0.0780 
NRG_SUP,MWH20000-69999,PPS,TR	0.1306 	0.1100 	0.1049 	0.1149 	0.1024 	0.1069 	0.1132 	0.0837 	0.1114 	0.1098 	0.1092 	: 
NRG_SUP,MWH20000-69999,PPS,UK	0.0649 	0.0628 	0.0601 	0.0637 	0.0710 	0.0703 	0.0719 	0.0624 	0.0555 	0.0661 	0.0719 	0.0492 
NRG_SUP,MWH500-1999,EUR,AT	0.0390 	0.0381 	0.0412 	0.0476 	0.0534 	0.0598 	0.0631 	0.0661 	0.0667 	0.0707 	0.0713 	: 
NRG_SUP,MWH500-1999,EUR,BA	0.0426 	0.0398 	0.0405 	0.0410 	: 	0.0417 	0.0417 	: 	: 	: 	: 	: 
NRG_SUP,MWH500-1999,EUR,BE	0.0469 	0.0467 	0.0461 	0.0489 	0.0581 	0.0604 	0.0667 	0.0681 	0.0686 	0.0735 	0.0696 	0.0613 
NRG_SUP,MWH500-1999,EUR,BG	0.0648 	0.0601 	0.0619 	0.0665 	0.0676 	0.0540 	0.0574 	0.0510 	0.0526 	0.0501 	0.0491 	0.0377 
NRG_SUP,MWH500-1999,EUR,CY	0.1096 	0.0967 d	0.0937 	0.1054 	0.1564 	0.1671 	0.2012 	0.1791 	0.1398 	: 	: 	: 
NRG_SUP,MWH500-1999,EUR,CZ	0.0361 	0.0366 	0.0385 	0.0442 	0.0482 	0.0588 	0.0637 	0.0709 	0.0765 	0.0788 	0.0797 	0.0661 
NRG_SUP,MWH500-1999,EUR,DE	0.0386 	0.0376 	0.0436 	0.0501 	0.0519 	0.0620 	0.0629 	0.0657 	0.0673 	0.0713 	0.0725 	0.0648 
NRG_SUP,MWH500-1999,EUR,DK	0.0405 	0.0358 	0.0379 	0.0344 	0.0431 	0.0398 	0.0384 	0.0462 	0.0551 	0.0405 	0.0654 	0.0416 
NRG_SUP,MWH500-1999,EUR,EA	0.0534 	0.0508 	0.0541 	0.0600 	0.0642 	0.0685 	0.0684 	0.0735 	0.0710 	0.0769 	0.0779 	0.0623 
NRG_SUP,MWH500-1999,EUR,EE	0.0439 	0.0363 	0.0385 	0.0453 	0.0434 	0.0455 	0.0343 	0.0317 	0.0313 	0.0307 	0.0294 	0.0269 
NRG_SUP,MWH500-1999,EUR,EL	0.0663 	0.0820 	0.0738 	0.0886 	0.0899 	0.0871 	0.0862 	0.0813 	0.0660 	0.0676 	: 	: 
NRG_SUP,MWH500-1999,EUR,ES	0.0879 d	0.0803 d	0.0781 	0.0887 	0.0922 	0.0977 	0.0739 	0.0770 	0.0728 	0.0746 	0.0762 	: 
NRG_SUP,MWH500-1999,EUR,EU28	0.0532 	0.0497 	0.0541 	0.0603 	0.0642 	0.0675 	0.0679 	0.0706 	0.0696 	0.0733 	0.0748 	0.0602 
NRG_SUP,MWH500-1999,EUR,FI	0.0396 	0.0384 	0.0419 	0.0456 	0.0469 	0.0494 	0.0489 	0.0498 	0.0478 	0.0488 	0.0491 	0.0412 
NRG_SUP,MWH500-1999,EUR,FR	0.0442 	0.0433 	0.0479 	0.0527 	0.0531 	0.0492 	0.0479 	: 	: 	: 	: 	: 
NRG_SUP,MWH500-1999,EUR,GE	0.0434 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NRG_SUP,MWH500-1999,EUR,HR	0.0473 	0.0429 	0.0444 	0.0491 	0.0485 	0.0527 	0.0541 	0.0531 	0.0539 	0.0534 	0.0515 	0.0410 
NRG_SUP,MWH500-1999,EUR,HU	0.0469 	0.0412 	0.0480 	0.0541 	0.0570 	0.0654 	0.0674 	: 	0.0796 	0.0991 	0.0872 	0.0649 
NRG_SUP,MWH500-1999,EUR,IE	0.0710 	0.0668 	0.0741 	0.0971 	0.0944 	0.0908 	0.0978 	0.0914 	0.0813 	0.0843 	0.1072 	: 
NRG_SUP,MWH500-1999,EUR,IS	0.0350 	: 	0.0332 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NRG_SUP,MWH500-1999,EUR,IT	0.0722 d	0.0646 d	0.0705 d	0.0720 	0.0861 	0.0927 	0.1036 	0.0971 	0.0863 	0.1003 	0.1035 	: 
NRG_SUP,MWH500-1999,EUR,LI	: 	0.0440 	0.0531 	0.0659 	0.0713 	: 	: 	: 	: 	: 	: 	: 
NRG_SUP,MWH500-1999,EUR,LT	0.0432 	0.0401 	0.0413 	0.0529 	0.0602 	0.0562 	0.0494 	0.0490 	0.0465 	0.0374 	0.0372 	0.0311 
NRG_SUP,MWH500-1999,EUR,LU	0.0414 	0.0414 	0.0400 	0.0546 	0.0669 	0.0713 	0.0730 	0.0707 	0.0710 	0.0866 	0.0680 	0.0680 
NRG_SUP,MWH500-1999,EUR,LV	0.0428 	0.0423 	0.0455 	0.0489 	0.0491 	0.0475 	0.0503 	0.0673 	0.0549 	0.0581 	0.0541 	0.0329 
NRG_SUP,MWH500-1999,EUR,MD	0.0545 	0.0630 	0.0553 	0.0556 	: 	: 	: 	: 	: 	: 	: 	: 
NRG_SUP,MWH500-1999,EUR,ME	0.0428 	: 	0.0392 	0.0385 	0.0380 	0.0360 	0.0376 	0.0335 	: 	: 	: 	: 
NRG_SUP,MWH500-1999,EUR,MK	0.0549 	0.0471 	0.0452 	0.0769 	: 	: 	: 	: 	: 	: 	: 	: 
NRG_SUP,MWH500-1999,EUR,MT	0.1094 	0.1093 	0.1179 	0.1185 	0.1560 	0.1560 	0.1590 	0.1580 	0.1590 	0.1071 	0.1399 	0.1002 
NRG_SUP,MWH500-1999,EUR,NL	0.0433 	0.0420 	0.0471 	0.0517 	0.0551 	0.0597 	0.0633 	0.0644 	0.0678 	0.0767 	0.0734 	0.0703 
NRG_SUP,MWH500-1999,EUR,NO	0.0444 	0.0313 	0.0332 	0.0237 	0.0344 	0.0393 	0.0345 	0.0420 	0.0468 	0.0386 	0.0471 	0.0344 
NRG_SUP,MWH500-1999,EUR,PL	0.0396 	0.0399 	0.0481 	0.0509 	0.0484 	0.0543 	0.0610 	0.0599 	0.0631 	0.0606 	0.0511 	0.0308 
NRG_SUP,MWH500-1999,EUR,PT	0.0521 	0.0518 	0.0580 	0.0615 	0.0647 	0.0650 	0.0648 	0.0586 	0.0658 	0.0698 	0.0588 	0.0694 
NRG_SUP,MWH500-1999,EUR,RO	0.0463 	0.0372 	0.0356 	0.0369 	0.0383 	0.0494 	0.0467 	0.0520 	0.0492 	0.0516 	0.0589 	0.0575 
NRG_SUP,MWH500-1999,EUR,RS	0.0473 	0.0424 	0.0242 	0.0440 	0.0445 	0.0442 	: 	: 	: 	: 	: 	: 
NRG_SUP,MWH500-1999,EUR,SE	0.0398 	0.0316 	0.0376 	0.0334 	0.0420 	0.0480 	0.0484 	0.0549 	0.0585 	0.0473 	0.0570 	0.0456 
NRG_SUP,MWH500-1999,EUR,SI	0.0475 	0.0405 	0.0452 	0.0501 	0.0522 	0.0604 	0.0642 	0.0671 	0.0684 	0.0722 	0.0690 	: 
NRG_SUP,MWH500-1999,EUR,SK	0.0422 	0.0357 	0.0391 	0.0421 	0.0480 	0.0559 	0.0606 	0.0597 	0.0662 	0.0876 	0.0785 	0.0615 
NRG_SUP,MWH500-1999,EUR,TR	0.0416 	0.0513 	0.0532 	0.0576 	0.0613 	0.0621 	0.0785 	0.0597 	0.0773 	0.0673 	0.0723 	: 
NRG_SUP,MWH500-1999,EUR,UK	0.0721 	0.0620 	0.0725 	0.0900 	0.0930 	0.0845 	0.0848 	0.0739 	0.0739 	0.0749 	0.0808 	0.0755 
NRG_SUP,MWH500-1999,EUR,XK	0.0549 	0.0565 	0.0560 	0.0595 	0.0568 	0.0550 	: 	: 	: 	: 	: 	: 
NRG_SUP,MWH500-1999,NAT,AT	0.0390 	0.0381 	0.0412 	0.0476 	0.0534 	0.0598 	0.0631 	0.0661 	0.0667 	0.0707 	0.0713 	: 
NRG_SUP,MWH500-1999,NAT,BA	0.0834 	0.0779 	0.0793 	0.0801 	: 	0.0818 	0.0817 	: 	: 	: 	: 	: 
NRG_SUP,MWH500-1999,NAT,BE	0.0469 	0.0467 	0.0461 	0.0489 	0.0581 	0.0604 	0.0667 	0.0681 	0.0686 	0.0735 	0.0696 	0.0613 
NRG_SUP,MWH500-1999,NAT,BG	0.1268 	0.1175 	0.1211 	0.1300 	0.1322 	0.1056 	0.1122 	0.0998 	0.1028 	0.0980 	0.0960 	0.0737 
NRG_SUP,MWH500-1999,NAT,CY	0.1096 	0.0967 d	0.0937 	0.1054 	0.1564 	0.1671 	0.2012 	0.1791 	0.1398 	: 	: 	: 
NRG_SUP,MWH500-1999,NAT,CZ	0.9301 	0.9467 	1.0419 	1.1954 	1.3318 	1.5434 	1.5992 	1.7601 	1.9010 	2.0300 	1.9700 	1.8100 
NRG_SUP,MWH500-1999,NAT,DE	0.0386 	0.0376 	0.0436 	0.0501 	0.0519 	0.0620 	0.0629 	0.0657 	0.0673 	0.0713 	0.0725 	0.0648 
NRG_SUP,MWH500-1999,NAT,DK	0.3024 	0.2666 	0.2823 	0.2565 	0.3210 	0.2966 	0.2861 	0.3442 	0.4107 	0.3017 	0.4877 	0.3098 
NRG_SUP,MWH500-1999,NAT,EE	0.0439 	0.0363 	0.0385 	0.0453 	0.0434 	0.0455 	0.0343 	0.0317 	0.4900 	0.4800 	0.4600 	0.4210 
NRG_SUP,MWH500-1999,NAT,EL	0.0663 	0.0820 	0.0738 	0.0886 	0.0899 	0.0871 	0.0862 	0.0813 	0.0660 	0.0676 	: 	: 
NRG_SUP,MWH500-1999,NAT,ES	0.0879 d	0.0803 d	0.0781 	0.0887 	0.0922 	0.0977 	0.0739 	0.0770 	0.0728 	0.0746 	0.0762 	: 
NRG_SUP,MWH500-1999,NAT,FI	0.0396 	0.0384 	0.0419 	0.0456 	0.0469 	0.0494 	0.0489 	0.0498 	0.0478 	0.0488 	0.0491 	0.0412 
NRG_SUP,MWH500-1999,NAT,FR	0.0442 	0.0433 	0.0479 	0.0527 	0.0531 	0.0492 	0.0479 	: 	: 	: 	: 	: 
NRG_SUP,MWH500-1999,NAT,GE	0.1302 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NRG_SUP,MWH500-1999,NAT,HR	0.3512 	0.3209 	0.3330 	0.3732 	0.3708 	0.3995 	0.4056 	0.3970 	0.3940 	0.3900 	0.3700 	0.3000 
NRG_SUP,MWH500-1999,NAT,HU	15.1892 	12.7304 	14.8823 	16.8990 	17.7008 	19.4619 	19.0885 	: 	22.2300 	26.8700 	21.7831 	16.3753 
NRG_SUP,MWH500-1999,NAT,IE	0.0710 	0.0668 	0.0741 	0.0971 	0.0944 	0.0908 	0.0978 	0.0914 	0.0813 	0.0843 	0.1072 	: 
NRG_SUP,MWH500-1999,NAT,IS	4.6065 	: 	4.2087 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NRG_SUP,MWH500-1999,NAT,IT	0.0722 d	0.0646 d	0.0705 d	0.0720 	0.0861 	0.0927 	0.1036 	0.0971 	0.0863 	0.1003 	0.1035 	: 
NRG_SUP,MWH500-1999,NAT,LI	: 	0.0504 	0.0576 	0.0711 	0.0861 	: 	: 	: 	: 	: 	: 	: 
NRG_SUP,MWH500-1999,NAT,LT	0.0432 	0.0401 	0.0413 	0.0529 	0.2080 	0.1940 	0.1707 	0.1691 	0.1607 	0.1293 	0.1283 	0.1073 
NRG_SUP,MWH500-1999,NAT,LU	0.0414 	0.0414 	0.0400 	0.0546 	0.0669 	0.0713 	0.0730 	0.0707 	0.0710 	0.0866 	0.0680 	0.0680 
NRG_SUP,MWH500-1999,NAT,LV	0.0428 	0.0423 	0.0455 	0.0489 	0.0491 	0.0334 	0.0350 	0.0475 	0.0389 	0.0410 	0.0382 	0.0230 
NRG_SUP,MWH500-1999,NAT,MD	1.0603 	1.3074 	1.2092 	1.2013 	: 	: 	: 	: 	: 	: 	: 	: 
NRG_SUP,MWH500-1999,NAT,ME	0.0428 	: 	0.0392 	0.0385 	0.0380 	0.0360 	0.0376 	0.0335 	: 	: 	: 	: 
NRG_SUP,MWH500-1999,NAT,MK	3.3731 	2.8985 	2.7825 	4.7364 	: 	: 	: 	: 	: 	: 	: 	: 
NRG_SUP,MWH500-1999,NAT,MT	0.1094 	0.1093 	0.1179 	0.1185 	0.1560 	0.1560 	0.1590 	0.1580 	0.1590 	0.1071 	0.1399 	0.0430 
NRG_SUP,MWH500-1999,NAT,NL	0.0433 	0.0420 	0.0471 	0.0517 	0.0551 	0.0597 	0.0633 	0.0644 	0.0678 	0.0767 	0.0734 	0.0703 
NRG_SUP,MWH500-1999,NAT,NO	0.4268 	0.2963 	0.3041 	0.2194 	0.2903 	0.3175 	0.2546 	0.3264 	0.3747 	0.3309 	0.4005 	0.2713 
NRG_SUP,MWH500-1999,NAT,PL	0.1702 	0.1695 	0.2095 	0.2151 	0.2029 	0.2291 	0.2514 	0.2569 	0.2516 	0.2535 	0.1808 	0.1148 
NRG_SUP,MWH500-1999,NAT,PT	0.0521 	0.0518 	0.0580 	0.0615 	0.0647 	0.0650 	0.0648 	0.0586 	0.0658 	0.0698 	0.0588 	0.0694 
NRG_SUP,MWH500-1999,NAT,RO	0.2156 	0.1710 	0.1596 	0.1639 	0.1693 	0.2198 	0.2114 	0.2236 	0.2103 	0.2190 	0.2176 	0.1921 
NRG_SUP,MWH500-1999,NAT,RS	5.5877 	5.0693 	2.9867 	5.3074 	5.2868 	5.0550 	: 	: 	: 	: 	: 	: 
NRG_SUP,MWH500-1999,NAT,SE	0.4121 	0.3061 	0.3618 	0.3127 	0.3881 	0.4206 	0.4131 	0.5009 	0.5440 	0.4910 	0.5620 	0.4226 
NRG_SUP,MWH500-1999,NAT,SI	0.0475 	0.0405 	0.0452 	0.0501 	0.0522 	0.0604 	0.0642 	0.0671 	0.0684 	0.0722 	0.0690 	: 
NRG_SUP,MWH500-1999,NAT,SK	0.0422 	0.0357 	0.0391 	0.0421 	0.0480 	0.0559 	0.0606 	0.0597 	0.0662 	0.0876 	2.3800 	2.0600 
NRG_SUP,MWH500-1999,NAT,TR	0.2679 	0.2207 	0.1824 	0.1832 	0.1744 	0.1666 	0.1800 	0.1472 	0.1525 	0.1462 	0.1391 	: 
NRG_SUP,MWH500-1999,NAT,UK	0.0641 	0.0553 	0.0623 	0.0648 	0.0736 	0.0716 	0.0678 	0.0641 	0.0625 	0.0665 	0.0660 	0.0524 
NRG_SUP,MWH500-1999,NAT,XK	0.0549 	0.0565 	0.0560 	0.0595 	0.0568 	0.0550 	: 	: 	: 	: 	: 	: 
NRG_SUP,MWH500-1999,PPS,AT	0.0351 	0.0350 	0.0386 	0.0438 	0.0483 	0.0535 	0.0573 	0.0597 	0.0605 	0.0630 	0.0653 	: 
NRG_SUP,MWH500-1999,PPS,BA	0.0869 	0.0812 	0.0857 	0.0869 	: 	0.0858 	0.0866 	: 	: 	: 	: 	: 
NRG_SUP,MWH500-1999,PPS,BE	0.0424 	0.0428 	0.0431 	0.0443 	0.0523 	0.0537 	0.0602 	0.0614 	0.0619 	0.0644 	0.0622 	0.0561 
NRG_SUP,MWH500-1999,PPS,BG	0.1345 	0.1246 	0.1336 	0.1438 	0.1433 	0.1135 	0.1220 	0.1078 	0.1186 	0.1121 	0.1148 	0.0940 
NRG_SUP,MWH500-1999,PPS,CY	0.1228 	0.1094 d	0.1059 	0.1157 	0.1779 	0.1873 	0.2216 	0.1946 	0.1576 	: 	: 	: 
NRG_SUP,MWH500-1999,PPS,CZ	0.0516 	0.0536 	0.0608 	0.0685 	0.0754 	0.0870 	0.0905 	0.0991 	0.1040 	0.1099 	0.1079 	0.1053 
NRG_SUP,MWH500-1999,PPS,DE	0.0360 	0.0355 	0.0421 	0.0480 	0.0498 	0.0590 	0.0609 	0.0632 	0.0645 	0.0663 	0.0698 	0.0633 
NRG_SUP,MWH500-1999,PPS,DK	0.0304 	0.0268 	0.0282 	0.0264 	0.0319 	0.0295 	0.0284 	0.0342 	0.0404 	0.0290 	0.0476 	0.0305 
NRG_SUP,MWH500-1999,PPS,EE	0.0580 	0.0496 	0.0540 	0.0625 	0.0581 	0.0624 	0.0478 	0.0456 	0.0462 	0.0438 	0.0414 	0.0396 
NRG_SUP,MWH500-1999,PPS,EL	0.0806 	0.0999 	0.0883 	0.1108 	0.1084 	0.1020 	0.0964 	0.0876 	0.0718 	0.0729 	: 	: 
NRG_SUP,MWH500-1999,PPS,ES	0.0972 d	0.0892 d	0.0873 	0.0991 	0.1031 	0.1085 	0.0816 	0.0825 	0.0775 	0.0791 	0.0827 	: 
NRG_SUP,MWH500-1999,PPS,FI	0.0319 	0.0309 	0.0346 	0.0367 	0.0377 	0.0400 	0.0405 	0.0414 	0.0401 	0.0406 	0.0418 	0.0355 
NRG_SUP,MWH500-1999,PPS,FR	0.0403 	0.0395 	0.0436 	0.0492 	0.0484 	0.0443 	0.0427 	: 	: 	: 	: 	: 
NRG_SUP,MWH500-1999,PPS,HR	0.0733 	0.0669 	0.0703 	0.0775 	0.0767 	0.0830 	0.0841 	0.0793 	0.0768 	0.0762 	0.0754 	0.0634 
NRG_SUP,MWH500-1999,PPS,HU	0.0795 	0.0693 	0.0850 	0.0966 	0.1013 	0.1137 	0.1134 	: 	0.1352 	0.1610 	0.1315 	0.1012 
NRG_SUP,MWH500-1999,PPS,IE	0.0635 	0.0597 	0.0687 	0.0871 	0.0848 	0.0824 	0.0892 	0.0829 	0.0736 	0.0711 	0.0880 	: 
NRG_SUP,MWH500-1999,PPS,IS	0.0236 	: 	0.0224 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NRG_SUP,MWH500-1999,PPS,IT	0.0730 d	0.0658 d	0.0718 d	0.0716 	0.0858 	0.0919 	0.1032 	0.0953 	0.0844 	0.0968 	0.1025 	: 
NRG_SUP,MWH500-1999,PPS,LT	0.0681 	0.0654 	0.0694 	0.0877 	0.0982 	0.0916 	0.0820 	0.0811 	0.0787 	0.0604 	0.0590 	0.0540 
NRG_SUP,MWH500-1999,PPS,LU	0.0338 	0.0343 	0.0339 	0.0455 	0.0561 	0.0588 	0.0618 	0.0596 	0.0588 	0.0718 	0.0586 	0.0597 
NRG_SUP,MWH500-1999,PPS,LV	0.0621 	0.0614 	0.0686 	0.0724 	0.0716 	0.0687 	0.0729 	0.1006 	0.0840 	0.0852 	0.0756 	0.0493 
NRG_SUP,MWH500-1999,PPS,ME	0.0858 	: 	0.0812 	0.0798 	0.0740 	0.0718 	0.0766 	0.0682 	: 	: 	: 	: 
NRG_SUP,MWH500-1999,PPS,MK	0.1247 	0.1092 	0.1084 	0.1881 	: 	: 	: 	: 	: 	: 	: 	: 
NRG_SUP,MWH500-1999,PPS,MT	0.1294 	0.1314 	0.1469 	0.1478 	0.1946 	0.2000 	0.2074 	0.2090 	0.2177 	0.1473 	0.1951 	0.1432 
NRG_SUP,MWH500-1999,PPS,NL	0.0386 	0.0375 	0.0436 	0.0477 	0.0503 	0.0546 	0.0578 	0.0585 	0.0609 	0.0686 	0.0681 	0.0665 
NRG_SUP,MWH500-1999,PPS,NO	0.0305 	0.0215 	0.0234 	0.0175 	0.0232 	0.0261 	0.0217 	0.0274 	0.0317 	0.0278 	0.0357 	0.0251 
NRG_SUP,MWH500-1999,PPS,PL	0.0688 	0.0686 	0.0887 	0.0894 	0.0838 	0.0950 	0.1042 	0.1061 	0.1055 	0.1023 	0.0761 	0.0505 
NRG_SUP,MWH500-1999,PPS,PT	0.0640 	0.0651 	0.0742 	0.0789 	0.0832 	0.0834 	0.0813 	0.0714 	0.0795 	0.0829 	0.0708 	0.0853 
NRG_SUP,MWH500-1999,PPS,RO	0.0925 	0.0733 	0.0732 	0.0744 	0.0741 	0.0997 	0.0995 	0.1060 	0.1009 	0.1040 	0.1065 	0.1031 
NRG_SUP,MWH500-1999,PPS,RS	0.0965 	0.0897 	0.0552 	0.0987 	0.0929 	0.0919 	: 	: 	: 	: 	: 	: 
NRG_SUP,MWH500-1999,PPS,SE	0.0329 	0.0248 	0.0303 	0.0261 	0.0328 	0.0361 	0.0356 	0.0427 	0.0462 	0.0414 	0.0500 	0.0386 
NRG_SUP,MWH500-1999,PPS,SI	0.0575 	0.0491 	0.0577 	0.0627 	0.0653 	0.0750 	0.0793 	0.0803 	0.0814 	0.0843 	0.0850 	: 
NRG_SUP,MWH500-1999,PPS,SK	0.0621 	0.0526 	0.0602 	0.0648 	0.0720 	0.0823 	0.0887 	0.0869 	0.0990 	0.1289 	0.1114 	0.0908 
NRG_SUP,MWH500-1999,PPS,TR	0.1343 	0.1250 	0.1097 	0.1172 	0.1099 	0.1131 	0.1301 	0.1120 	0.1237 	0.1206 	0.1221 	: 
NRG_SUP,MWH500-1999,PPS,UK	0.0654 	0.0580 	0.0676 	0.0703 	0.0785 	0.0774 	0.0742 	0.0691 	0.0690 	0.0763 	0.0792 	0.0659 
NRG_SUP,MWH70000-149999,EUR,AT	0.0365 	0.0330 	0.0373 	0.0422 	0.0461 	0.0513 	0.0547 	0.0618 	0.0630 	0.0663 	0.0659 	: 
NRG_SUP,MWH70000-149999,EUR,BA	0.0271 	0.0276 	0.0359 	0.0264 	: 	: 	: 	: 	: 	: 	: 	: 
NRG_SUP,MWH70000-149999,EUR,BE	0.0457 	0.0407 	0.0456 	0.0483 	0.0562 	0.0575 	0.0639 	0.0651 	0.0614 	0.0642 	0.0632 	0.0496 
NRG_SUP,MWH70000-149999,EUR,BG	0.0561 	0.0498 	0.0515 	0.0545 	0.0464 	0.0435 	0.0505 	0.0387 	0.0397 	0.0394 	0.0394 	0.0335 
NRG_SUP,MWH70000-149999,EUR,CY	0.0987 	0.0879 d	0.0780 	0.0880 	0.1319 	0.1424 	0.1872 	0.1600 	0.1185 	: 	: 	: 
NRG_SUP,MWH70000-149999,EUR,CZ	0.0327 	0.0314 	0.0329 	0.0382 	0.0401 	0.0496 	0.0550 	0.0520 	0.0586 	0.0672 	0.0647 	0.0489 
NRG_SUP,MWH70000-149999,EUR,DE	0.0306 	0.0215 	0.0199 	0.0364 	0.0445 	0.0468 	0.0519 	0.0589 	0.0574 	0.0602 	0.0642 	0.0576 
